Cp1251,,
MilliSecond,"миллисекунда","singular translation of a 1/1000 of a second; "
MilliSeconds,"миллисекунд(ы)","plural translation of a 1/1000 of a second; "
Second,"секунда","singular translation for a Unit of measure that represents 1/60th of a minute; "
Seconds,"сек","plural translation for a Unit of measure that represents 1/60th of a minute; "
Minute,"минута","singular translation of a 1/60th of an hour; "
Minutes,"минут(ы)","plural translation of a 1/60th of an hour; "
Hour,"час","singular translation for a hour unit of measure; "
Hours,"часа(ов)","plural translation for a hour unit of measure; "
Day,"день","singular translation of the unit of measure that represents one day (1/7th of a week); "
Days,"дня(ей)","Plural translation for the unit of measure that represents 1/7th of a week; "
